Time,angacc_inside_ball_datas,angacc_outside_ball_datas,angvel_inside_ball_datas,angvel_outside_ball_datas,ctrl_v_x_datas,intside_x_pos_datas,outside_x_pos_datas
0.0,-53.70529596690528,646.850068517066,70.0,0.0,-100.0,0.0,0.0
0.20000000000000015,-0.5285395788091023,110.97626625020908,21.350559954743588,10.304200491528215,-100.0,-1.6856205190434064e-16,-1.6856205190434064e-16
0.4000000000000003,-21.153373308198763,-3.2298550515178235,5.883101110953842,3.857168135343467,-100.0,4.224458476085214e-15,4.224458476085214e-15
0.6000000000000004,3.3894900033695885,7.396974973067272,3.6679690130436367,3.3114594913314255,-100.0,3.6766132533459455e-15,3.6766132533459455e-15
0.8000000000000006,-19.779213883426934,-21.109917227411923,2.268896847721349,2.1656490930652845,-100.0,-2.1302866587045032e-14,-2.1302866587045032e-14
1.0000000000000007,3.0055273085101017,3.499260766395983,1.786223455659503,1.7730481902273574,-100.0,-4.505639868447621e-14,-4.505639868447621e-14
1.2009999999999785,-0.07639005514693886,0.4926473295865109,1.241552031598317,1.184304091860586,-100.0,-6.726550770035085e-14,-6.726550770035085e-14
1.4019999999999564,1.3016149464224445,1.5414597561416505,1.162518645703192,1.1542363668766067,-100.0,-1.0757709711110345e-13,-1.0757709711110345e-13
1.6029999999999343,7.230756359350734,7.581162781462198,1.9926510578225085,2.043867329209699,-100.0,-1.1046253326565506e-13,-1.1046253326565506e-13
1.8039999999999121,29.72185676056865,34.62516429090676,-0.6009788500521352,-0.7333238717422226,-100.0,1.027807131783607e-12,1.027807131783607e-12
2.00499999999989,20.449261280251964,23.05931889438521,-0.14750298690701535,-0.1629630126993921,-100.0,-1.2909976656322853e-12,-1.2909976656322853e-12
2.205999999999868,1.2305305090073044,1.208545886895034,0.07429106779188345,0.09108792751397722,-100.0,-1.904908603029238e-12,-1.904908603029238e-12
2.406999999999846,-0.6377523836522953,-0.6686055438015085,-0.007564426695219341,-0.012086914407007675,-100.0,-1.919005050779522e-12,-1.919005050779522e-12
2.607999999999824,0.24913906305250577,0.2691282166464322,-0.003481223269593307,-0.0025002793119324866,-100.0,-2.15912524346174e-12,-2.15912524346174e-12
2.8089999999998017,-0.08510549642577533,-0.09437729756705399,0.003167672074366995,0.0030745177743853698,-100.0,-1.971869740868077e-12,-1.971869740868077e-12
3.0099999999997795,0.025263076578613514,0.02886729939649955,-0.0016252834213944314,-0.0016819818004491249,-100.0,-2.0974439468205514e-12,-2.0974439468205514e-12
3.2109999999997574,-0.006163561187464096,-0.007382925351835688,0.0006708290783787268,0.0007183277736139645,-100.0,-2.055638225193456e-12,-2.055638225193456e-12
3.4119999999997352,0.0009713808572839532,0.0013290819017899953,-0.00023910088310627494,-0.00026297566940646974,-100.0,-2.0875619039270803e-12,-2.0875619039270803e-12
3.612999999999713,0.00010591693114544992,2.0308954882167324e-05,7.436168385317621e-05,8.409614009087289e-05,-100.0,-2.0909180983408682e-12,-2.0909180983408682e-12
3.813999999999691,-0.0001834840557698225,-0.00017080101092657672,-1.951075538842761e-05,-2.2946510986014186e-05,-100.0,-2.1042149641237556e-12,-2.1042149641237556e-12
4.0149999999996755,0.00010558088015298102,0.00010757301878004898,3.739709520673215e-06,4.796894371295967e-06,-100.0,-2.114108239922828e-12,-2.114108239922828e-12
4.214999999999742,-4.6722027484774586e-05,-4.959924270164799e-05,-4.64516825220316e-08,-3.166920866110972e-07,-100.0,-2.124190475314191e-12,-2.124190475314191e-12
4.414999999999809,1.7421616453375943e-05,1.903529157885734e-05,-4.1852387156692384e-07,-3.7130418355467437e-07,-100.0,-2.1352521381386758e-12,-2.1352521381386758e-12
4.614999999999876,-5.614431427228238e-06,-6.308392191853109e-06,2.7506477296178556e-07,2.7706764359123985e-07,-100.0,-2.1458757373145586e-12,-2.1458757373145586e-12
4.814999999999943,1.525690525995973e-06,1.7789862672956281e-06,-1.2688822821877458e-07,-1.338399983356202e-07,-100.0,-2.1561589612437887e-12,-2.1561589612437887e-12
5.0150000000000095,-3.091284099727911e-07,-3.8900368217920387e-07,4.873855848561954e-08,5.297418848657703e-08,-100.0,-2.166842509553717e-12,-2.166842509553717e-12
5.215000000000076,1.6142749860664103e-08,3.7203757033525947e-08,-1.61392857846249e-08,-1.8032738971712146e-08,-100.0,-2.177461012785566e-12,-2.177461012785566e-12
5.415000000000143,2.676644185027531e-08,2.2795145991446523e-08,4.572745956758439e-09,5.2839606974381615e-09,-100.0,-2.189482855561452e-12,-2.189482855561452e-12
5.61500000000021,-1.9164125203841972e-08,-1.9132223997406154e-08,-9.833383356930952e-10,-1.2141894476634041e-09,-100.0,-2.1999540467241088e-12,-2.1999540467241088e-12
5.815000000000277,9.18393243042725e-09,9.645981455653413e-09,1.1044111416288256e-10,1.7380971479833767e-10,-100.0,-2.2114979071539564e-12,-2.2114979071539564e-12
6.015000000000343,-3.6306496942529435e-09,-3.933840732979803e-09,7.227217760280849e-11,5.915466031728532e-11,-100.0,-2.2215732342266194e-12,-2.2215732342266194e-12
6.21500000000041,1.2999741827276078e-09,1.4474863238707802e-09,-3.437573972583216e-11,-3.353566440913926e-11,-100.0,-2.2325489515630987e-12,-2.2325489515630987e-12
6.415000000000477,-3.0825930770703896e-10,-3.556593280800145e-10,3.8907398415172646e-11,3.993798291466289e-11,-100.0,-2.243397742621564e-12,-2.243397742621564e-12
6.615000000000544,-2.291149969288917e-11,-1.796721776511847e-11,4.540709828188937e-12,3.778961126126828e-12,-100.0,-2.253285942840636e-12,-2.253285942840636e-12
